absolute_community,absolute_unigram_topic,absolute_unigram_keywords,weighted_community,weighted_unigram_topic,weighted_unigram_keywords,absolute_bigram_topic,absolute_bigram_keywords,weighted_bigram_topic,weighted_bigram_keywords,members,all_keywords,absolute_keywords,weighted_keywords,general_theme_gpt,general_theme_names,absolute_theme_gpt,absolute_theme_names,weighted_theme_gpt,weighted_theme_names
82,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",79,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[1401130178, 2474129722, 767567215638052900]","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money,sign","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money","ban,travel,trump,revise,order,judge,president,hawaii,trumps,block,executive_order,federal_judge,immigration,sign","{'US Immigration Policy': 'ban, travel, trump, order, revise, judge, trumps, hawaii, president, block, immigration, executive_order, federal_judge, sign'}",US Immigration Policy,"{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge'], 'Media and Finance': ['radio_live', 'stock_money']}",US Immigration Policy.Media and Finance,"{'Travel Ban': 'ban, travel, trump, revise, order, judge, president, hawaii, trumps, block, executive_order, federal_judge, immigration, sign'}",Travel Ban
83,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",80,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[16086928, 80163000, 136055810, 484237843, 816313821883146240]","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money,sign","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money","ban,travel,trump,revise,order,judge,president,hawaii,trumps,block,executive_order,federal_judge,immigration,sign","{'US Immigration Policy': 'ban, travel, trump, order, revise, judge, trumps, hawaii, president, block, immigration, executive_order, federal_judge, sign'}",US Immigration Policy,"{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge'], 'Media and Finance': ['radio_live', 'stock_money']}",US Immigration Policy.Media and Finance,"{'Travel Ban': 'ban, travel, trump, revise, order, judge, president, hawaii, trumps, block, executive_order, federal_judge, immigration, sign'}",Travel Ban
84,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",82,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[6509832, 134758540, 240649814, 299259954]","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money,sign","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money","ban,travel,trump,revise,order,judge,president,hawaii,trumps,block,executive_order,federal_judge,immigration,sign","{'US Immigration Policy': 'ban, travel, trump, order, revise, judge, trumps, hawaii, president, block, immigration, executive_order, federal_judge, sign'}",US Immigration Policy,"{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge'], 'Media and Finance': ['radio_live', 'stock_money']}",US Immigration Policy.Media and Finance,"{'Travel Ban': 'ban, travel, trump, revise, order, judge, president, hawaii, trumps, block, executive_order, federal_judge, immigration, sign'}",Travel Ban
85,0,"['muslimban', 'muslim', 'country', 'islam', 'refugee']",83,4,"['travelban', 'maga', 'refugee', 'immigration', 'judge', 'tcot', 'immigrant', 'islam', 'america']",9,"['muslimban', 'ban', 'muslim', 'trump', 'president']",2,"['travelban', 'maga', 'refugee', 'tcot', 'muslimban', 'islam', 'americafirst']","[382219862, 4663571046, 742746435955875840, 747915502589087700, 785916389529821185]","muslimban,muslim,country,islam,refugee,ban,trump,president,travelban,maga,immigration,judge,tcot,immigrant,america,americafirst","muslimban,muslim,country,islam,refugee,ban,trump,president","travelban,maga,refugee,immigration,judge,tcot,immigrant,islam,america,muslimban,americafirst","{'US Immigration Policy': 'muslimban, muslim, country, islam, refugee, ban, trump, president, travelban, maga, immigration, judge, tcot, immigrant, america, americafirst'}",US Immigration Policy,"{'US Immigration Policy': 'muslimban, muslim, country, islam, refugee, ban, trump, president'}",US Immigration Policy,"{'US Immigration and Travel Policies': 'travelban, refugee, immigration, immigrant, muslimban', 'Political and Social Movements in America': 'maga, tcot, americafirst', 'Judicial and Legal Aspects': 'judge', 'Religious and Cultural Context': 'islam, america'}",US Immigration and Travel Policies.Political and Social Movements in America.Judicial and Legal Aspects.Religious and Cultural Context
86,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",1,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[522537060, 716418247579549696, 733246533156655100, 764950182572142593, 770839424766804000]","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money,sign","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money","ban,travel,trump,revise,order,judge,president,hawaii,trumps,block,executive_order,federal_judge,immigration,sign","{'US Immigration Policy': 'ban, travel, trump, order, revise, judge, trumps, hawaii, president, block, immigration, executive_order, federal_judge, sign'}",US Immigration Policy,"{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge'], 'Media and Finance': ['radio_live', 'stock_money']}",US Immigration Policy.Media and Finance,"{'Travel Ban': 'ban, travel, trump, revise, order, judge, president, hawaii, trumps, block, executive_order, federal_judge, immigration, sign'}",Travel Ban
87,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",106,0,"['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",12,"['muslimban', 'ban', 'muslim', 'nobannowall', 'trump', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']","[12137172, 17070252, 20758263, 22284908, 26266511, 32636643, 52392666, 77802639, 188965758, 758189028, 921460356, 950976000, 2876378805, 2951577298, 3160410565, 701128692622229504, 732175413850464256, 776839703832035328, 803023384263139328]","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money,muslimban,muslim,nobannowall,refugee,travelban,judge_robart","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money","ban,trump,muslimban,muslim,nobannowall,travel,refugee,travelban,judge_robart,executive_order,judge","{'US Immigration Policy': 'ban, travel, trump, order, revise, judge, trumps, hawaii, president, block, immigration, executive_order, federal_judge, muslimban, muslim, nobannowall, refugee, travelban, judge_robart'}",US Immigration Policy,"{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge'], 'Media and Finance': ['radio_live', 'stock_money']}",US Immigration Policy.Media and Finance,"{'US Travel Ban Controversy': ['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee', 'travelban', 'judge_robart', 'executive_order', 'judge']}",US Travel Ban Controversy
88,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",85,0,"['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",12,"['muslimban', 'ban', 'muslim', 'nobannowall', 'trump', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']","[60495273, 796820778104881200, 808322443047825409]","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money,muslimban,muslim,nobannowall,refugee,travelban,judge_robart","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money","ban,trump,muslimban,muslim,nobannowall,travel,refugee,travelban,judge_robart,executive_order,judge","{'US Immigration Policy': 'ban, travel, trump, order, revise, judge, trumps, hawaii, president, block, immigration, executive_order, federal_judge, muslimban, muslim, nobannowall, refugee, travelban, judge_robart', 'Judicial Actions on Executive Orders': 'judge, federal_judge, judge_robart, block', 'Political Protests and Slogans': 'nobannowall, muslimban', 'Media and Public Discourse': 'radio_live', 'Economic Impact': 'stock_money'}",US Immigration Policy.Judicial Actions on Executive Orders.Political Protests and Slogans.Media and Public Discourse.Economic Impact,"{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge'], 'Media and Finance': ['radio_live', 'stock_money']}",US Immigration Policy.Media and Finance,"{'US Travel Ban Controversy': ['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee', 'travelban', 'judge_robart', 'executive_order', 'judge']}",US Travel Ban Controversy
89,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",86,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[18086309, 26453924, 781534268, 847545582, 4780784385, 824773862512533504, 828038191974346800]","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money,sign","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money","ban,travel,trump,revise,order,judge,president,hawaii,trumps,block,executive_order,federal_judge,immigration,sign","{'US Immigration Policy': 'ban, travel, trump, order, revise, judge, trumps, hawaii, president, block, immigration, executive_order, federal_judge, sign'}",US Immigration Policy,"{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge'], 'Media and Finance': ['radio_live', 'stock_money']}",US Immigration Policy.Media and Finance,"{'Travel Ban': 'ban, travel, trump, revise, order, judge, president, hawaii, trumps, block, executive_order, federal_judge, immigration, sign'}",Travel Ban
90,11,"['nobannowall', 'muslimban', 'bigotry', 'noban', 'riseup', 'remember', 'immigration', 'immigrant', 'stand']",87,0,"['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee']",9,"['muslimban', 'ban', 'muslim', 'trump', 'president']",12,"['muslimban', 'ban', 'muslim', 'nobannowall', 'trump', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']","[277817081, 596447623, 4029747432, 780090518252445700, 799095285721010176, 831964050560921600]","nobannowall,muslimban,bigotry,noban,riseup,remember,immigration,immigrant,stand,ban,muslim,trump,president,travel,refugee,travelban,judge_robart,executive_order,judge","nobannowall,muslimban,bigotry,noban,riseup,remember,immigration,immigrant,stand,ban,muslim,trump,president","ban,trump,muslimban,muslim,nobannowall,travel,refugee,travelban,judge_robart,executive_order,judge","{'Travel Ban Controversy': 'nobannowall, muslimban, bigotry, noban, riseup, remember, immigration, immigrant, stand, ban, muslim, trump, president, travel, refugee, travelban, judge_robart, executive_order, judge'}",Travel Ban Controversy,"{'Immigration and Anti-Discrimination Protests': 'nobannowall, muslimban, bigotry, noban, riseup, remember, immigration, immigrant, stand, ban, muslim, trump, president'}",Immigration and Anti-Discrimination Protests,"{'US Travel Ban Controversy': ['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee', 'travelban', 'judge_robart', 'executive_order', 'judge']}",US Travel Ban Controversy
91,8,"['refugeeswelcome', 'travelban', 'refugee', 'immigrant', 'stopislamofobia', 'immigration', 'woman', 'migrantenkriminalitat', 'nation', 'constitution']",88,0,"['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee']",9,"['muslimban', 'ban', 'muslim', 'trump', 'president']",12,"['muslimban', 'ban', 'muslim', 'nobannowall', 'trump', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']","[375862615, 706595417975365600, 822473563768782853]","refugeeswelcome,travelban,refugee,immigrant,stopislamofobia,immigration,woman,migrantenkriminalitat,nation,constitution,muslimban,ban,muslim,trump,president,nobannowall,travel,judge_robart,executive_order,judge","refugeeswelcome,travelban,refugee,immigrant,stopislamofobia,immigration,woman,migrantenkriminalitat,nation,constitution,muslimban,ban,muslim,trump,president","ban,trump,muslimban,muslim,nobannowall,travel,refugee,travelban,judge_robart,executive_order,judge","{'Immigration and Refugee Policies': 'refugeeswelcome, travelban, refugee, immigrant, immigration, muslimban, ban, nobannowall, executive_order', 'Anti-Discrimination and Human Rights': 'stopislamofobia, muslim, woman', 'Political and Legal Actions': 'trump, president, judge_robart, judge, constitution', 'National Security and Identity': 'migrantenkriminalitat, nation, travel'}",Immigration and Refugee Policies.Anti-Discrimination and Human Rights.Political and Legal Actions.National Security and Identity,"{'Immigration and Refugee Policies': ['refugeeswelcome', 'travelban', 'refugee', 'immigrant', 'immigration', 'muslimban', 'ban', 'muslim'], 'Political Leadership and National Policies': ['trump', 'president', 'nation', 'constitution'], 'Social Issues and Discrimination': ['stopislamofobia', 'woman', 'migrantenkriminalitat']}",Immigration and Refugee Policies.Political Leadership and National Policies.Social Issues and Discrimination,"{'US Travel Ban Controversy': ['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee', 'travelban', 'judge_robart', 'executive_order', 'judge']}",US Travel Ban Controversy
92,1,"['muslimban', 'ban', 'travel', 'muslim', 'block', 'obama', 'offend', 'trump', 'leave']",89,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",5,"['ban', 'muslimban', 'travel', 'offend_sink', 'muslim', 'block', 'long_conservative', 'trump', 'offend', 'leave_americans', 'judge']",14,"['bencarson', 'immigration', 'tntweeter_uslatino', 'muslimban', 'immigration_inmigracion', 'noban', 'nobannowallnoraid_noban', 'heretostay_uniteblue', 'nomuslimban', 'tntweeter', 'uslatino', 'uniteblue']","[2885643969, 695739596500557800, 695739596500557825]","muslimban,ban,travel,muslim,block,obama,offend,trump,leave,offend_sink,long_conservative,leave_americans,judge,revise,order,president,hawaii,trumps,bencarson,immigration,tntweeter_uslatino,immigration_inmigracion,noban,nobannowallnoraid_noban,heretostay_uniteblue,nomuslimban,tntweeter,uslatino,uniteblue","muslimban,ban,travel,muslim,block,obama,offend,trump,leave,offend_sink,long_conservative,leave_americans,judge","ban,travel,trump,revise,order,judge,president,hawaii,trumps,block,bencarson,immigration,tntweeter_uslatino,muslimban,immigration_inmigracion,noban,nobannowallnoraid_noban,heretostay_uniteblue,nomuslimban,tntweeter,uslatino,uniteblue","{'Travel Ban Controversy': ['muslimban', 'ban', 'travel', 'muslim', 'block', 'obama', 'offend', 'trump', 'leave', 'offend_sink', 'long_conservative', 'leave_americans', 'judge', 'revise', 'order', 'president', 'hawaii', 'trumps', 'bencarson', 'immigration', 'tntweeter_uslatino', 'immigration_inmigracion', 'noban', 'nobannowallnoraid_noban', 'heretostay_uniteblue', 'nomuslimban', 'tntweeter', 'uslatino', 'uniteblue']}",Travel Ban Controversy,"{'Travel Ban Controversy': ['muslimban', 'ban', 'travel', 'muslim', 'block', 'judge'], 'Political Reactions and Criticism': ['obama', 'offend', 'trump', 'leave', 'offend_sink', 'long_conservative', 'leave_americans']}",Travel Ban Controversy.Political Reactions and Criticism,"{'US Immigration Policy and Legal Challenges': ['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block', 'bencarson', 'immigration', 'muslimban', 'immigration_inmigracion', 'noban', 'nobannowallnoraid_noban', 'heretostay_uniteblue', 'nomuslimban', 'tntweeter', 'uslatino', 'uniteblue']}",US Immigration Policy and Legal Challenges
93,11,"['nobannowall', 'muslimban', 'bigotry', 'noban', 'riseup', 'remember', 'immigration', 'immigrant', 'stand']",81,8,"['uslatino', 'tntweeter', 'uniteblue', 'niunomas', 'latism', 'inmigracion', 'humanright', 'fight', 'travelban', 'islamistheproblem', 'extremist', 'religion']",11,"['resist', 'trump', 'theresistance', 'muslimban', 'impeachtrump', 'trumprussia', 'nobannowall', 'resistance', 'womensmarch', 'america', 'noban']",14,"['bencarson', 'immigration', 'tntweeter_uslatino', 'muslimban', 'immigration_inmigracion', 'noban', 'nobannowallnoraid_noban', 'heretostay_uniteblue', 'nomuslimban', 'tntweeter', 'uslatino', 'uniteblue']","[24645871, 358005482, 1511154877, 1939212224, 2282990761, 2296218770, 2321479686, 2322972280, 2331266245, 2334894821, 2347832648, 2351157576, 2383802631, 2864321805, 2994390921]","nobannowall,muslimban,bigotry,noban,riseup,remember,immigration,immigrant,stand,resist,trump,theresistance,impeachtrump,trumprussia,resistance,womensmarch,america,uslatino,tntweeter,uniteblue,niunomas,latism,inmigracion,humanright,fight,travelban,islamistheproblem,extremist,religion,bencarson,tntweeter_uslatino,immigration_inmigracion,nobannowallnoraid_noban,heretostay_uniteblue,nomuslimban","nobannowall,muslimban,bigotry,noban,riseup,remember,immigration,immigrant,stand,resist,trump,theresistance,impeachtrump,trumprussia,resistance,womensmarch,america","uslatino,tntweeter,uniteblue,niunomas,latism,inmigracion,humanright,fight,travelban,islamistheproblem,extremist,religion,bencarson,immigration,tntweeter_uslatino,muslimban,immigration_inmigracion,noban,nobannowallnoraid_noban,heretostay_uniteblue,nomuslimban","{'Anti-Immigration Policies and Resistance': ['nobannowall', 'muslimban', 'bigotry', 'noban', 'riseup', 'remember', 'immigration', 'immigrant', 'stand', 'resist', 'trump', 'theresistance', 'impeachtrump', 'trumprussia', 'resistance', 'womensmarch', 'america', 'uslatino', 'tntweeter', 'uniteblue', 'niunomas', 'latism', 'inmigracion', 'humanright', 'fight', 'travelban', 'islamistheproblem', 'extremist', 'religion', 'bencarson', 'tntweeter_uslatino', 'immigration_inmigracion', 'nobannowallnoraid_noban', 'heretostay_uniteblue', 'nomuslimban']}",Anti-Immigration Policies and Resistance,"{'Immigration and Resistance': 'nobannowall, muslimban, bigotry, noban, riseup, remember, immigration, immigrant, stand, resist, trump, theresistance, impeachtrump, trumprussia, resistance, womensmarch, america'}",Immigration and Resistance,"{'Immigration and Human Rights': ['uslatino', 'uniteblue', 'latism', 'inmigracion', 'humanright', 'immigration', 'immigration_inmigracion', 'heretostay_uniteblue'], 'Anti-Muslim Ban and Travel Restrictions': ['travelban', 'muslimban', 'nomuslimban', 'noban', 'nobannowallnoraid_noban'], 'Social Media Activism': ['tntweeter', 'tntweeter_uslatino'], 'Anti-Extremism and Religion': ['islamistheproblem', 'extremist', 'religion', 'bencarson'], 'Protest and Advocacy': ['niunomas', 'fight']}",Immigration and Human Rights.Anti-Muslim Ban and Travel Restrictions.Social Media Activism.Anti-Extremism and Religion.Protest and Advocacy
94,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",90,0,"['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee']",9,"['muslimban', 'ban', 'muslim', 'trump', 'president']",12,"['muslimban', 'ban', 'muslim', 'nobannowall', 'trump', 'travelban', 'travel', 'judge_robart', 'executive_order', 'judge']","[250449227, 3304338706, 3352466116, 3408045383, 3408741905]","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,muslimban,muslim,nobannowall,refugee,travelban,judge_robart,executive_order","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,muslimban,muslim","ban,trump,muslimban,muslim,nobannowall,travel,refugee,travelban,judge_robart,executive_order,judge","{'US Immigration Policy': ['ban', 'travel', 'order', 'revise', 'judge', 'block', 'immigration', 'refugee', 'travelban', 'executive_order'], 'Trump Administration Actions': ['trump', 'trumps', 'president', 'executive_order'], 'Legal Challenges to Travel Ban': ['judge', 'block', 'judge_robart', 'hawaii'], 'Controversial Travel Ban': ['muslimban', 'muslim', 'nobannowall']}",US Immigration Policy.Trump Administration Actions.Legal Challenges to Travel Ban.Controversial Travel Ban,"{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'muslimban', 'muslim']}",US Immigration Policy,"{'US Travel Ban Controversy': ['ban', 'trump', 'muslimban', 'muslim', 'nobannowall', 'travel', 'refugee', 'travelban', 'judge_robart', 'executive_order', 'judge']}",US Travel Ban Controversy
95,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",91,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[22993014, 183036128, 259506084]","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money,sign","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money","ban,travel,trump,revise,order,judge,president,hawaii,trumps,block,executive_order,federal_judge,immigration,sign","{'Travel Ban': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge', 'sign']}",Travel Ban,"{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge'], 'Media and Finance': ['radio_live', 'stock_money']}",US Immigration Policy.Media and Finance,"{'Travel Ban': 'ban, travel, trump, revise, order, judge, president, hawaii, trumps, block, executive_order, federal_judge, immigration, sign'}",Travel Ban
96,3,"['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration']",98,14,"['ban', 'travel', 'trump', 'revise', 'order', 'judge', 'president', 'hawaii', 'trumps', 'block']",7,"['ban', 'travel', 'trump', 'executive_order', 'order', 'radio_live', 'revise', 'judge', 'federal_judge', 'hawaii', 'trumps', 'stock_money', 'block', 'president', 'immigration']",0,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'block', 'immigration', 'sign']","[2174509045, 757965470460882945, 788392607692890100]","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money,sign","ban,travel,trump,order,revise,judge,trumps,hawaii,president,block,immigration,executive_order,radio_live,federal_judge,stock_money","ban,travel,trump,revise,order,judge,president,hawaii,trumps,block,executive_order,federal_judge,immigration,sign","{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge', 'sign']}",US Immigration Policy,"{'US Immigration Policy': ['ban', 'travel', 'trump', 'order', 'revise', 'judge', 'trumps', 'hawaii', 'president', 'block', 'immigration', 'executive_order', 'federal_judge'], 'Media and Finance': ['radio_live', 'stock_money']}",US Immigration Policy.Media and Finance,"{'Travel Ban': 'ban, travel, trump, revise, order, judge, president, hawaii, trumps, block, executive_order, federal_judge, immigration, sign'}",Travel Ban
